,GSE259348_DMED
RPAP3,136
RP1-197B17.3,8
ENDOU,1
RP1-197B17.4,0
RAPGEF3,16
SLC48A1,119
HDAC7,227
RP5-1057I20.4,2
RP5-1057I20.5,0
RP5-1057I20.2,2
VDR,2
RP11-89H19.1,0
RP11-89H19.2,0
TMEM106C,140
COL2A1,0
RP1-228P16.3,0
RP1-228P16.4,0
RP1-228P16.5,0
RP1-228P16.8,2
SENP1,80
PFKM,129
ASB8,185
RP11-474C8.8,0
CCDC184,30
RP11-370I10.12,1
OR10AD1,0
RP11-370I10.2,2
RP11-370I10.10,1
H1FNT,0
ZNF641,116
RP11-370I10.6,46
RP11-370I10.11,1
ANP32D,0
C12orf54,0
RP11-722P11.4,0
OR8S1,0
LALBA,0
KANSL2,119
CCNT1,244
LINC00935,0
ADCY6,288
RP11-579D7.2,0
RP11-579D7.4,0
CACNB3,111
DDX23,149
RND1,63
RP11-302B13.5,59
CCDC65,99
FKBP11,43
AC073610.5,0
ARF3,193
WNT10B,0
WNT1,0
DDN,1
RP11-386G11.3,0
RP11-386G11.5,14
PRKAG1,171
KMT2D,86
RHEBL1,2
DHH,3
RP11-386G11.8,1
LMBR1L,175
TUBA1B,2078
RP11-386G11.10,25
TUBA1A,1841
TUBA1C,786
RP11-977B10.2,30
RP11-161H23.5,4
RP11-161H23.9,2
PRPH,288
TROAP,3
C1QL4,2
DNAJC22,0
SPATS2,240
KCNH3,1
MCRS1,121
PRPF40B,133
RP11-133N21.10,0
FAM186B,0
FMNL3,84
TMBIM6,1347
NCKAP5L,237
BCDIN3D-AS1,10
BCDIN3D,30
RP11-70F11.7,0
FAIM2,7
RP11-70F11.11,0
RP11-70F11.8,1
AQP2,0
RP11-469H8.6,0
RP11-469H8.8,0
AQP5,0
AQP6,0
RACGAP1,20
ASIC1,4
SMARCD1,158
GPD1,2
COX14,715
RP4-605O3.4,225
CERS5,186
LIMA1,526
RP3-405J10.4,0
FAM186A,4
LARP4,277
DIP2B,218
ATF1,315
TMPRSS12,2
METTL7A,313
RP11-407N8.6,0
HIGD1C,3
RP11-407N8.5,0
SLC11A2,93
LETMD1,179
CSRNP2,146
TFCP2,311
POU6F1,69
DAZAP2,404
SMAGP,14
BIN2,1
CELA1,0
GALNT6,0
SLC4A8,5
RP11-607P23.1,0
SCN8A,0
RP11-923I11.3,0
RP11-923I11.8,0
RP11-923I11.6,0
RP11-923I11.4,2
RP11-923I11.5,0
ANKRD33,0
ACVRL1,134
ACVR1B,207
GRASP,76
NR4A1,3487
RP11-1100L3.8,36
ATG101,131
RP11-1100L3.7,37
RP1-288H2.2,1
KRT80,1
C12orf80,0
LINC00592,0
KRT7,0
RP3-416H24.1,0
KRT86,1
RP11-845M18.7,0
KRT81,0
RP11-845M18.6,0
KRT83,0
KRT85,0
KRT84,0
RP3-416H24.4,0
KRT82,0
RP11-1020M18.10,0
KRT75,0
KRT6B,0
KRT6C,0
KRT6A,0
KRT5,0
KRT71,0
KRT74,0
KRT72,0
KRT73-AS1,0
KRT73,0
KRT2,0
KRT1,0
KRT77,0
RP11-641A6.3,0
KRT76,0
KRT3,0
KRT4,0
KRT79,0
KRT78,0
KRT8,14
KRT18,17
EIF4B,1157
RP11-983P16.4,422
TNS2,639
SPRYD3,249
IGFBP6,4738
SOAT2,9
CSAD,474
RP11-1136G11.8,0
ZNF740,80
ITGB7,5
RARG,74
MFSD5,22
ESPL1,1
PFDN5,4582
RP11-680A11.5,5
C12orf10,232
AAAS,87
SP7,0
SP1,188
AMHR2,0
PRR13,316
PCBP2,1393
MAP3K12,96
RP11-793H13.11,12
TARBP2,15
RP11-793H13.10,2
NPFF,0
ATF7,189
RP11-793H13.3,13
ATP5G2,2352
CALCOCO1,277
CISTR,0
RP11-686F15.2,0
HOXC13-AS,0
HOXC13,0
HOXC12,0
HOTAIR,18
HOXC11,6
HOXC10,55
RP11-834C11.12,0
HOXC6,36
HOXC9,48
HOXC-AS1,26
HOXC8,12
HOXC4,21
AC012531.25,0
HOXC5,6
FLJ12825,5
RP11-834C11.6,0
RP11-834C11.5,0
SMUG1,66
RP11-834C11.4,127
RP11-834C11.15,0
RP11-834C11.11,0
RP11-834C11.10,0
RP11-834C11.8,2
CBX5,384
RP11-968A15.2,10
HNRNPA1,2439
NFE2,1
COPZ1,256
RP11-753H16.3,0
RP11-753H16.5,0
GPR84,1
ZNF385A,37
ITGA5,96
LINC01154,0
GTSF1,1
NCKAP1L,3
RP11-1049A21.2,0
PDE1B,104
PPP1R1A,128
LACRT,0
DCD,0
RP11-850F7.7,0
MUCL1,0
TESPA1,0
RP11-616L12.1,0
NEUROD4,0
OR9K2,0
OR10A7,0
OR6C74,0
OR6C6,0
OR6C1,0
OR6C3,0
OR6C75,0
OR6C65,0
OR6C76,0
RP11-110A12.2,0
OR6C2,0
OR6C70,0
OR6C68,0
OR6C4,0
OR2AP1,0
OR10P1,0
RP11-644F5.16,3
METTL7B,6
ITGA7,1288
RP11-644F5.10,4
BLOC1S1,580
RDH5,41
CD63,5890
RP11-644F5.11,36
GDF11,120
SARNP,63
RP11-762I7.5,3
ORMDL2,97
DNAJC14,18
MMP19,94
PYM1,73
DGKA,34
PMEL,42
CDK2,75
RP11-973D8.4,0
RAB5B,236
SUOX,30
IKZF4,135
RP11-603J24.21,0
RP11-603J24.4,6
RPS26,5091
ERBB3,2
RP11-603J24.9,0
PA2G4,814
RP11-603J24.17,1
RPL41,10735
ZC3H10,45
ESYT1,215
RP11-603J24.6,0
RP11-603J24.5,0
RP11-603J24.14,9
MYL6B,254
MYL6,14744
SMARCC2,406
RNF41,178
NABP2,144
SLC39A5,3
ANKRD52,68
COQ10A,95
RP11-977G19.14,0
CS,163
RP11-977G19.10,8
RP11-977G19.11,37
RP11-977G19.12,4
CNPY2,272
PAN2,58
IL23A,0
STAT2,172
APOF,1
RP11-121C6.5,0
TIMELESS,10
MIP,1
SPRYD4,46
GLS2,2
RBMS2,178
BAZ2A,262
ATP5B,1058
PTGES3,1619
NACA,7648
PRIM1,40
HSD17B6,45
SDR9C7,1
RDH16,1
GPR182,0
ZBTB39,22
TAC3,0
MYO1A,0
NEMP1,91
NAB2,41
STAT6,259
LRP1,441
LRP1-AS,0
NXPH4,3
SHMT2,64
RP11-123K3.9,2
NDUFA4L2,2622
STAC3,8
RP11-123K3.4,2
R3HDM2,705
RP11-756H6.1,1
INHBC,0
INHBE,2
GLI1,1
ARHGAP9,3
MARS,88
DDIT3,447
MBD6,78
DCTN2,474
KIF5A,18
PIP4K2C,90
DTX3,259
ARHGEF25,310
AC025165.8,4
SLC26A10,49
B4GALNT1,66
OS9,351
RP11-571M6.7,16
AGAP2,12
AGAP2-AS1,37
TSPAN31,152
CDK4,248
MARCH9,68
CYP27B1,0
METTL1,21
METTL21B,27
RP11-571M6.15,0
TSFM,85
AVIL,70
RP11-571M6.17,0
RP11-571M6.18,0
CTDSP2,317
RP11-620J15.1,2
RP11-620J15.2,4
RP11-620J15.4,1
RP11-620J15.3,95
XRCC6BP1,29
RP11-58A17.4,0
RP11-362K2.2,161
RP11-767I20.1,824
LRIG3,145
RP11-150C16.1,3
RP11-272B17.1,0
RP11-272B17.2,0
SLC16A7,310
RP11-316A16.1,0
FAM19A2,95
USP15,639
MON2,779
RP11-863H1.1,0
LINC01465,0
RP11-631N16.2,107
RP11-631N16.4,18
PPM1H,10
RP11-848D3.5,0
AVPR1A,404
RP11-1022B3.1,1
DPY19L2,309
RP11-415I12.3,8
TMEM5,136
TMEM5-AS1,0
SRGAP1,257
RP11-196H14.2,20
RP11-196H14.4,6
RP11-196H14.3,0
C12orf66,19
C12orf56,0
XPOT,61
RP11-114F3.4,3
TBK1,194
RP11-439H13.2,1
RP11-338E21.1,0
RASSF3,202
RP11-338E21.3,1
GNS,290
RP11-629N8.3,23
TBC1D30,10
RP11-766N7.3,0
RP11-766N7.4,1
RP11-168J19.2,0
WIF1,14
LEMD3,258
MSRB3,3033
RP11-230G5.2,16
RP11-221N13.2,0
RP11-221N13.3,0
RP11-221N13.4,0
HMGA2,3
RP11-366L20.2,0
RP11-366L20.3,0
RP11-366L20.4,0
LLPH,211
RP11-745O10.4,9
LLPH-AS1,0
TMBIM4,308
TMBIM4-1,0
IRAK3,221
RP11-335I12.2,0
HELB,318
GRIP1,30
RP11-123O10.4,28
RP11-123O10.3,0
CAND1,320
RP11-473M14.3,1
RP11-542B15.1,3
RP11-335O4.1,0
DYRK2,105
RP11-335O4.3,2
RP11-43N5.1,0
LINC01479,15
IFNG-AS1,33
IFNG,3
IL26,1
IL22,0
MDM1,86
RP11-81H14.2,6
RP11-71J4.2,0
RP11-81H14.1,0
RAP1B,1056
RP11-637A17.2,4
NUP107,229
SLC35E3,116
MDM2,520
RP11-611O2.1,3
RP11-611O2.5,54
CPM,3738
RP11-324P9.1,0
CPSF6,390
RP11-1143G9.5,0
LYZ,13
RP11-1143G9.4,2
YEATS4,111
RP11-956E11.1,1
FRS2,327
CCT2,503
LRRC10,0
BEST3,0
RP11-588G21.2,2
RAB3IP,61
AC025263.3,0
MYRFL,2
LINC01481,107
RP11-611E13.3,0
RP11-320P7.2,1
LINC01481-1,1
CNOT2,444
AC092881.1,1
KCNMB4,70
RP11-588H23.3,2
PTPRB,12
RP11-785D18.3,0
PTPRR,1
CTD-2021H9.1,0
CTD-2021H9.2,1
CTD-2021H9.3,0
TSPAN8,142
LGR5,3
RP11-186F10.2,0
ZFC3H1,323
THAP2,36
RP11-293I14.2,1
TMEM19,38
RP11-498M15.1,0
RAB21,499
RP11-2H8.2,3
TBC1D15,484
TPH2,0
RP11-89M22.3,0
TRHDE,29
RP11-12K6.2,0
RP11-314D7.2,0
RP11-314D7.3,0
RP11-295G12.1,0
RP11-711C17.1,0
RP11-711C17.2,0
RP11-81H3.2,0
RP11-274M17.3,0
ATXN7L3B,360
RP11-56G10.2,0
RP11-81K13.1,0
KCNC2,0
RP11-560G2.1,5
CAPS2,205
GLIPR1L1,29
GLIPR1L2,67
GLIPR1,237
RP11-585P4.5,1
KRR1,372
RP11-114H23.1,7
RP11-114H23.2,0
RP11-290L1.5,0
PHLDA1,459
RP11-290L1.3,1
RP11-290L1.2,4
NAP1L1,2085
RP11-54A9.1,1
BBS10,36
OSBPL8,1133
RP11-20E24.1,20
ZDHHC17,313
CSRP2,2121
RP11-461F16.3,4
E2F7,3
RP1-81P11.1,0
RP1-34H18.1,1
RP1-97G4.1,0
RP11-781A6.1,1
NAV3,4
RP11-136F16.1,0
RP11-38F22.1,0
RP11-754N21.1,0
RP11-90C1.1,0
RP11-171L9.1,0
RP11-123M21.1,0
SYT1,479
RP11-390N6.1,7
RP1-78O14.1,184
RP11-359M6.1,4
PAWR,1292
RP11-530C5.1,83
PPP1R12A,4315
RP11-530C5.2,0
RP11-84G21.1,46
OTOGL,75
PTPRQ,3
RP11-272K23.3,0
MYF6,0
MYF5,0
LINC01490,0
LIN7A,172
ACSS3,281
RP11-543H12.1,8
PPFIA2,1322
RP11-121G22.3,55
RP11-315E17.1,83
RP11-362A1.1,1
CCDC59,323
METTL25,181
RP11-263K4.5,2
RP11-263K4.4,0
RP11-263K4.3,0
TMTC2,59
RP11-87P13.2,0
RP11-384P14.1,0
RP11-788H18.1,0
SLC6A15,1
TSPAN19,0
LRRIQ1,7
RP11-193M21.1,0
ALX1,32
RP11-408B11.2,0
RASSF9,70
NTS,10
MGAT4C,6
RP11-18J9.3,0
RP11-202H2.1,0
RP11-248E9.5,0
RP11-248E9.6,0
C12orf50,2
C12orf29,139
CEP290,374
TMTC3,220
KITLG,484
RP11-900F13.3,8
RP11-900F13.2,0
RP11-13A1.1,0
RP11-13A1.3,0
DUSP6,42
RP11-823E8.3,0
RP11-1109F11.3,0
RP11-1109F11.5,2
POC1B,97
POC1B-GALNT4,1
GALNT4,1
RP11-734K2.4,43
RP11-981P6.1,11
ATP2B1,364
LINC00936,71
RP11-654D12.2,1
RP11-654D12.3,0
RP11-567C2.1,0
RP11-753N8.1,1
RP11-632B21.1,0
RP11-20L19.1,0
CCER1,0
LINC00615,0
EPYC,0
KERA,1
LUM,232
DCN,1255
RP11-121E16.1,1
RP11-693J15.6,3
RP11-1041F24.1,0
RP11-587P21.2,0
RP11-587P21.3,0
AC123512.1,0
AC123512.2,0
AC123512.3,0
BTG1,5282
RP11-796E2.4,158
RP11-756G20.1,20
CLLU1OS,0
CLLU1,0
RP11-693J15.4,0
RP11-693J15.5,24
C12orf74,0
PLEKHG7,4
EEA1,1249
RP11-511B23.1,4
RP11-511B23.2,350
RP11-202G11.2,14
RP11-511B23.3,17
RP11-486A14.2,73
NUDT4,2570
UBE2N,507
MRPL42,334
SOCS2,145
CRADD,469
RP11-887P2.5,55
RP11-1060G2.1,7
RP11-1060G2.2,2
PLXNC1,25
RP11-74K11.2,0
RP11-1105G2.4,0
RP11-1105G2.3,0
CEP83,184
CEP83-AS1,1
RP11-778J16.3,0
TMCC3,77
NDUFA12,764
NR2C1,191
FGD6,54
VEZT,525
RP11-167N24.6,0
RP11-167N24.5,0
RP11-167N24.4,1
METAP2,671
USP44,35
NTN4,799
RP11-536G4.2,4
RP11-536G4.1,0
SNRPF,490
CCDC38,2
AMDHD1,1
HAL,2
RP11-256L6.3,0
LTA4H,179
RP11-256L6.2,0
ELK3,231
RP11-394J1.2,1
CDK17,617
RP11-510I5.4,3
CFAP54,16
NEDD1,105
RP11-541G9.1,0
RP11-397H6.1,0
RP11-541G9.2,0
RP11-690J15.1,1
RP11-181C3.1,1
TMPO-AS1,4
TMPO,205
SLC25A3,2087
IKBIP,160
APAF1,91
ANKS1B,824
RP11-473C19.1,15
RP11-406H4.1,3
FAM71C,0
UHRF1BP1L,184
RP11-175P13.2,1
ACTR6,228
DEPDC4,21
SCYL2,245
SLC17A8,0
NR1H4,23
GAS2L3,41
ANO4,16
RP11-263E1.1,0
RP11-350G24.1,0
SLC5A8,0
UTP20,110
ARL1,390
RP11-321F8.4,0
SPIC,0
MYBPC1,1
RP11-755O11.2,0
RP11-285E23.2,0
CHPT1,233
SYCP3,19
GNPTAB,186
DRAM1,88
RP11-512N21.3,0
RP11-554E23.2,3
CCDC53,379
RP11-554E23.4,4
NUP37,87
AC079907.1,1
PARPBP,18
PMCH,0
RP11-210L7.3,26
IGF1,767
LINC00485,17
PAH,0
ASCL1,0
RP11-328J6.1,0
RP11-552I14.1,0
C12orf42,0
RP11-626I20.3,0
STAB2,20
RP11-341G23.2,0
RP11-341G23.3,0
RP11-341G23.4,16
NT5DC3,207
RP11-650K20.2,0
RP11-650K20.3,0
HSP90B1,1933
C12orf73,48
TDG,255
GLT8D2,178
HCFC2,172
NFYB,288
RP11-818F20.4,0
TXNRD1,423
RP11-818F20.5,0
EID3,16
CHST11,71
SLC41A2,34
C12orf45,138
ALDH1L2,85
RP11-61E11.1,1
RP11-61E11.2,2
KIAA1033,340
APPL2,226
C12orf75,156
RP11-474B16.1,0
CASC18,0
RP11-114F10.2,0
NUAK1,162
RP11-114F10.3,1
CKAP4,194
RP11-651L5.3,3
TCP11L2,125
POLR3B,56
RP11-144F15.1,8
RFX4,3
RP11-482D24.2,0
RP11-482D24.3,0
RIC8B,195
RP11-412D9.4,58
TMEM263,493
MTERF2,115
CRY1,801
RP11-797M17.1,1
BTBD11,4
RP11-128P10.1,0
PWP1,278
PRDM4,82
RP11-864J10.4,6
ASCL4,0
RP11-554D14.7,0
RP11-554D14.8,0
RP11-554D14.6,0
WSCD2,19
CMKLR1,63
LINC01498,0
FICD,27
SART3,147
ISCU,1222
TMEM119,110
SELPLG,3
RP11-689B22.2,11
CORO1C,414
SSH1,154
DAO,0
SVOP,0
USP30,49
USP30-AS1,1
ALKBH2,100
UNG,62
ACACB,330
FOXN4,1
MYO1H,8
LINC01486,0
RP11-256L11.3,1
KCTD10,187
UBE3B,94
MMAB,124
MVK,32
FAM222A,35
FAM222A-AS1,23
TRPV4,0
GLTP,208
RP1-7G5.6,0
TCHP,83
GIT2,123
RP11-837J7.4,0
ANKRD13A,118
C12orf76,100
IFT81,356
ATP2A2,923
ANAPC7,176
ARPC3,988
GPN3,221
FAM216A,52
VPS29,578
RAD9B,5
PPTC7,146
TCTN1,103
HVCN1,128
PPP1CC,367
RP1-74B13.2,0
CCDC63,0
MYL2,0
LINC01405,0
RP1-46F2.3,0
CUX2,3
FAM109A,14
RP3-473L9.4,7
SH2B3,53
ATXN2,658
RP11-686G8.2,1
BRAP,84
RP11-686G8.5,0
ACAD10,39
RP11-162P23.2,5
ALDH2,585
MAPKAPK5-AS1,99
MAPKAPK5,83
TMEM116,62
ERP29,558
RP1-267L14.6,0
NAA25,167
RP1-267L14.3,0
TRAFD1,62
HECTD4,422
RP3-521E19.2,0
RPL6,11649
PTPN11,415
RPH3A,3
OAS1,7
RP1-71H24.1,0
OAS3,9
OAS2,7
DTX1,3
RASAL1,0
CFAP73,0
DDX54,105
RITA1,34
RP11-545P7.4,1
IQCD,5
TPCN1,277
SLC8B1,132
PLBD2,82
SDS,1
SDSL,15
LHX5,0
LHX5-AS1,0
LINC01234,1
RBM19,65
RP11-780K2.1,0
RP11-100F15.1,0
RP11-100F15.2,0
RP11-139B1.1,0
TBX5,40
TBX5-AS1,3
RP11-162N7.1,0
TBX3,593
RP4-601P9.2,1
RP4-601P9.1,0
RP11-25E2.1,0
RP11-116D17.2,0
RP11-116D17.3,2
RP11-116D17.4,1
RP11-116D17.5,1
RP11-116D17.1,0
RP11-1028N23.3,1
RP11-1028N23.2,0
RP11-1028N23.4,1
RP11-110L15.1,2
RP11-110L15.2,2
MED13L,1711
RP11-493P1.2,0
RP11-148B3.2,3
RP11-148B3.1,0
MAP1LC3B2,7
RP11-497G19.7,0
RP11-497G19.3,0
RP11-497G19.1,1
RP11-497G19.2,0
C12orf49,56
RNFT2,8
RP11-240G22.4,0
HRK,0
FBXW8,116
RP11-240G22.5,1
RP11-231I16.1,9
TESC,228
TESC-AS1,5
FBXO21,240
NOS1,0
RP11-227B21.2,0
KSR2,4
RP11-465L8.1,0
RFC5,62
RP11-33N14.3,0
WSB2,139
RP11-33N14.5,1
VSIG10,64
RP11-136L23.2,0
PEBP1,2662
TAOK3,572
RP11-131L12.2,5
SUDS3,335
RP11-131L12.3,3
RP11-131L12.4,3
RP11-121J20.1,0
RP11-3L23.2,0
RP11-357K6.1,0
RP11-357K6.2,1
RP11-357K6.3,0
SRRM4,5
RP11-364C11.2,1
RP11-64B16.3,1
HSPB8,371
RP11-64B16.4,6
RP11-64B16.5,2
LINC00934,0
CCDC60,0
RP11-768F21.1,6
TMEM233,2
PRKAB1,45
CIT,7
RP1-127H14.3,0
AC004813.1,0
CCDC64,1
RAB35,81
RP1-267D11.6,22
GCN1,108
RPLP0,6016
PXN-AS1,27
PXN,104
RP1-278C19.8,0
SIRT4,8
PLA2G1B,1
MSI1,16
RP1-166H1.2,0
COX6A1,1984
AL021546.6,0
TRIAP1,79
GATC,70
SRSF9,603
DYNLL1,2670
NRAV,6
RP11-18C24.8,0
COQ5,46
RNF10,438
POP5,166
RP11-728G15.1,1
CABP1,142
MLEC,527
RP11-173P15.3,2
RP11-173P15.9,0
RP11-173P15.10,1
UNC119B,38
RP11-173P15.5,0
ACADS,47
RP11-173P15.7,13
SPPL3,420
HNF1A,0
C12orf43,88
OASL,0
P2RX7,31
RP11-340F14.6,0
P2RX4,81
CAMKK2,205
ANAPC5,359
RP11-711D18.2,0
RNF34,160
KDM2B,83
RP13-941N14.1,1
ORAI1,51
MORN3,0
TMEM120B,39
RHOF,4
LINC01089,43
RP11-347I19.8,0
RP11-347I19.7,3
SETD1B,129
HPD,5
RP11-7M8.2,0
RP11-87C12.6,0
PSMD9,72
RP11-87C12.2,3
WDR66,8
RP11-87C12.5,7
BCL7A,118
MLXIP,166
LRRC43,1
IL31,0
B3GNT4,0
DIABLO,20
RP11-512M8.5,0
VPS33A,54
CLIP1,488
CLIP1-AS1,5
ZCCHC8,231
RP11-15J22.8,1
RSRC2,989
KNTC1,37
RP11-324E6.10,0
RP11-324E6.6,2
HCAR2,0
HCAR3,0
HCAR1,2
DENR,308
CCDC62,10
HIP1R,5
VPS37B,159
RP11-463O12.3,0
ABCB9,35
OGFOD2,16
ARL6IP4,1250
PITPNM2,53
RP11-197N18.7,0
MPHOSPH9,99
C12orf65,226
RP11-282O18.3,7
CDK2AP1,27
RP11-282O18.7,0
SBNO1,301
RP13-942N8.1,15
KMT5A,165
RILPL2,267
SNRNP35,144
RILPL1,165
RP11-486O12.2,6
TMED2,467
DDX55,84
EIF2B1,129
GTF2H3,169
TCTN2,21
RP11-338K17.8,0
ATP6V0A2,49
DNAH10,6
CCDC92,244
RP11-380L11.4,6
DNAH10OS,3
ZNF664,92
FAM101A,14
RP11-214K3.25,0
RP11-214K3.24,0
RP11-522N14.2,0
NCOR2,278
RP11-83B20.1,0
SCARB1,29
UBC,5557
DHX37,30
BRI3BP,46
THRIL,1
AACS,105
RP11-158L12.5,0
TMEM132B,6
LINC00939,1
RP5-916L7.2,1
RP3-446N13.5,0
RP3-446N13.1,0
RP1-116K23.1,0
RP4-765H13.1,0
RP4-809F18.2,0
RP4-809F18.1,0
RP5-944M2.1,0
RP5-944M2.2,0
RP5-944M2.3,0
RP11-407A16.3,0
RP11-407A16.4,0
RP11-407A16.7,0
LINC00943,0
LINC00944,0
RP11-983C2.2,0
RP11-983C2.3,0
RP11-575F12.1,0
RP11-575F12.2,1
RP11-575F12.3,1
RP11-955H22.1,0
RP11-955H22.3,0
RP11-351O2.1,0
RP11-526P6.1,0
RP11-749H20.1,0
FLJ37505,0
LINC00507,0
LINC00508,0
RP11-349K16.1,0
RP13-653N12.1,0
RP13-653N12.2,0
RP11-417O18.2,0
TMEM132C,106
SLC15A4,91
RP11-21K12.3,0
GLT1D1,2
TMEM132D,5
RP11-669N7.2,0
RP11-669N7.3,0
RP11-337L12.1,0
RP11-174M13.2,0
RP11-572C21.1,0
RP11-474D1.4,0
RP11-474D1.3,0
RP11-474D1.1,0
RP11-474D1.2,0
RP11-143E21.3,0
FZD10,29
RP11-143E21.6,0
PIWIL1,0
RIMBP2,1
RP11-117L5.4,0
RP11-662M24.2,0
RP11-662M24.1,0
STX2,226
RP11-989F5.1,2
RP11-989F5.3,0
RAN,875
ADGRD1,32
RP11-243M5.1,0
RP11-76C10.5,1
RP11-76C10.2,0
LINC01257,0
RP11-495K9.3,3
RP13-507P19.2,0
RP13-507P19.1,0
RP11-897M7.4,1
RP11-897M7.1,0
RP11-495K9.9,0
RP11-495K9.7,0
RP11-495K9.6,0
SFSWAP,292
RP11-495K9.5,0
MMP17,11
RP11-417L19.2,1
ULK1,143
RP11-417L19.4,1
PUS1,12
EP400,212
RP13-820C6.2,0
RP13-820C6.4,0
EP400NL,68
DDX51,54
NOC4L,41
RP13-977J11.9,0
RP13-977J11.2,1
RP13-977J11.8,0
GALNT9,0
RP13-895J2.2,0
RP13-895J2.3,0
RP13-895J2.6,0
RP13-895J2.7,0
RP13-714J12.1,0
RP11-503G7.1,0
RP11-503G7.2,0
FBRSL1,110
RP13-554M15.8,2
LRCOL1,6
P2RX2,5
POLE,36
PXMP2,62
RP13-672B3.2,3
PGAM5,24
ANKLE2,163
GOLGA3,178
CHFR,118
RP11-46H11.12,5
RP11-46H11.3,1
ZNF605,66
ZNF26,70
RP11-386I8.6,1
ZNF84,109
ZNF140,66
ZNF891,75
CTD-2140B24.6,0
ZNF10,57
CTD-2140B24.4,16
ZNF268,79
ANHX,0
AL356585.2,0
LINC00349,0
LINC00388,0
LINC00387,0
LINC00408,0
RP11-442J17.3,0
LINC00442,0
RP11-301J16.7,0
TUBA3C,0
RP11-408E5.5,0
LINC00421,0
RP11-385E5.5,0
TPTE2,19
LINC00350,0
MPHOSPH8,1057
RP11-523H24.3,1
PSPC1,372
ZMYM5,365
RP11-61K9.2,33
RP11-61K9.3,28
ZMYM2,620
LINC01072,0
GJA3,0
LINC00556,0
GJB2,0
GJB6,0
CRYL1,123
RP11-476H16.1,1
IFT88,327
RP11-172H24.4,22
IL17D,42
N6AMT2,109
XPO4,247
LATS2,297
LATS2-AS1,7
SAP18,1364
SKA3,2
MRPL57,395
LINC01046,0
LINC00539,2
ZDHHC20,189
MICU2,425
FGF9,1
LINC00424,0
LINC00540,0
AL354828.1,0
AL354828.2,0
LINC00621,0
RP11-124N19.3,0
RP11-124N19.4,0
LINC00362,0
SGCG,9
SACS,201
SACS-AS1,0
LINC00327,2
LINC00352,0
TNFRSF19,48
MIPEP,94
C1QTNF9B-AS1,0
C1QTNF9B,0
RP11-307N16.6,0
SPATA13,13
SPATA13-1,0
SPATA13-AS1,0
C1QTNF9,1
C1QTNF9-AS1,0
C1QTNF9B-AS1-1,0
LINC00566,0
PARP4,123
ATP12A,1
RNF17,0
CENPJ,112
PABPC3,1
AMER2,3
LINC00463,0
LINC01053,0
LINC01076,0
MTMR6,132
RP11-271M24.2,1
NUP58,253
ATP8A2,5
SHISA2,1
LINC00415,0
RNF6,97
RP11-380N8.7,3
CDK8,252
WASF3,134
WASF3-AS1,9
GPR12,2
USP12,419
USP12-AS1,31
USP12-AS2,0
RP11-428O18.6,15
LINC00412,0
RPL21,13309
RASL11A,1277
LINC01079,0
GTF3A,295
MTIF3,600
LNX2,37
POLR1D,433
RP11-87C7.3,0
GSX1,0
PDX1-AS1,0
PDX1,0
ATP5EP2,3
LINC00543,0
CDX2,0
URAD,0
FLT3,2
PAN3-AS1,11
PAN3,709
FLT1,78
POMP,1003
SLC46A3,42
MTUS2,2
MTUS2-AS2,0
MTUS2-AS1,0
SLC7A1,43
UBL3,476
LINC00297,0
LINC00572,0
LINC00544,0
RP11-629E24.2,0
LINC00365,0
LINC00384,1
LINC00385,0
KATNAL1,177
LINC00427,1
LINC00426,3
LINC01058,1
HMGB1,5344
USPL1,215
ALOX5AP,14
LINC00398,0
TEX26-AS1,13
LINC00545,1
MEDAG,61
TEX26,7
RP11-252M21.6,0
LINC01066,0
HSPH1,2009
B3GLCT,107
RP11-326L9.1,0
RXFP2,0
LINC01073,15
FRY-AS1,46
FRY,1773
ZAR1L,4
BRCA2,29
N4BP2L1,294
N4BP2L2,2238
PDS5B,691
RP11-380B4.3,2
LINC00423,0
KL,2
STARD13,768
RP11-141M1.1,2
RP11-141M1.3,59
RP11-37L2.1,0
RP11-179A7.2,0
RFC3,135
RP11-16D22.2,2
LINC00457,0
RP11-266E6.3,0
RP11-307O13.1,0
NBEA,773
MAB21L1,48
LINC00445,0
DCLK1,490
SOHLH2,1
CCDC169-SOHLH2,0
CCDC169,2
SPG20,630
SPG20-AS1,48
CCNA1,0
SERTM1,1
RFXAP,49
SMAD9,160
ALG5,188
EXOSC8,248
SUPT20H,195
AL138706.2,0
CSNK1A1L,0
LINC01048,0
LINC00547,0
POSTN,11
TRPC4,152
RP11-93G5.1,1
LINC00571,0
UFM1,340
LINC00437,0
LINC00366,0
FREM2,6
FREM2-AS1,0
STOML3,0
PROSER1,39
NHLRC3,157
RP11-50D16.4,43
LHFP,2726
COG6,142
RP11-427J23.1,2
LINC00332,0
LINC00548,0
RP11-172E9.2,0
LINC00598,12
FOXO1,735
MRPS31,251
SLC25A15,2
ELF1,1178
WBP4,513
KBTBD6,52
RP11-74J13.8,21
KBTBD7,62
MTRF1,42
NAA16,310
RGCC,953
VWA8,663
VWA8-AS1,2
DGKH,1418
RP11-187A9.3,0
AKAP11,314
TNFSF11,0
FAM216B,0
LINC01050,0
LINC00428,0
EPSTI1,26
DNAJC15,362
LINC00400,0
ENOX1,254
ENOX1-AS2,0
ENOX1-AS1,0
RP11-168P13.1,0
CCDC122,96
LACC1,38
RP11-65B7.2,10
LINC00284,1
LINC00390,0
SMIM2-AS1,22
SMIM2,4
